User_ID,Purchase,Cluster
1000333,193432.0,1
1000334,79360.0,1
1000335,194446.0,0
1000336,96686.0,1
1000337,213167.0,0
1000338,481905.0,0
1000339,215015.0,0
1000340,140022.0,1
1000342,176543.0,1
1000343,294292.0,0
1000344,121477.0,1
1000345,65477.0,1
1000346,419735.0,0
1000347,110970.0,1
1000348,129457.0,1
1000349,332365.0,0
1000350,92599.0,1
1000351,124718.0,1
1000352,1041776.0,2
1000353,35540.0,1
1000354,71400.0,1
1000355,522058.0,0
1000356,27897.0,1
1000357,57056.0,1
1000359,13228.0,1
1000360,52251.0,1
1000362,64611.0,1
1000363,77336.0,1
1000364,7835.0,1
1000365,62445.0,1
1000366,229605.0,0
1000368,341228.0,0
1000369,82888.0,1
1000370,97148.0,1
1000371,61349.0,1
1000372,240547.0,0
1000373,79425.0,1
1000374,55835.0,1
1000375,88398.0,1
1000376,165124.0,1
1000377,194664.0,0
1000378,33884.0,1
1000379,80098.0,1
1000380,105892.0,1
1000381,65868.0,1
1000382,42517.0,1
1000383,34336.0,1
1000384,56580.0,1
1000385,245864.0,0
1000386,211693.0,0
1000387,78519.0,1
1000388,49178.0,1
1000389,136358.0,1
1000390,215477.0,0
1000391,108749.0,1
1000392,414894.0,0
1000393,61850.0,1
1000394,71391.0,1
1000396,149929.0,1
1000397,55277.0,1
1000398,263688.0,0
1000399,74846.0,1
1000400,88050.0,1
1000401,113050.0,1
1000402,273020.0,0
1000403,443257.0,0
1000404,7041.0,1
1000405,48263.0,1
1000406,199714.0,0
1000407,55218.0,1
1000408,274573.0,0
1000409,323852.0,0
1000410,117965.0,1
1000411,572915.0,2
1000412,570001.0,2
1000413,117181.0,1
1000414,66510.0,1
1000415,324737.0,0
1000416,20489.0,1
1000417,27431.0,1
1000418,41560.0,1
1000419,109924.0,1
1000420,85016.0,1
1000421,45030.0,1
1000422,57659.0,1
1000423,42767.0,1
1000424,1377896.0,2
1000425,243540.0,0
1000426,310493.0,0
1000427,29501.0,1
1000429,374940.0,0
1000430,39031.0,1
1000431,55827.0,1
1000432,39695.0,1
1000433,28329.0,1
1000434,16758.0,1
1000435,227785.0,0
1000436,163294.0,1
1000437,35487.0,1
1000438,611841.0,2
1000439,112213.0,1
1000440,67499.0,1
1000441,88337.0,1
1000442,464293.0,0
1000443,68640.0,1
1000444,121217.0,1
1000445,253639.0,0
1000446,39006.0,1
1000447,74428.0,1
1000448,22602.0,1
1000449,48681.0,1
1000450,42924.0,1
1000451,331521.0,0
1000452,105318.0,1
1000453,389911.0,0
1000454,245054.0,0
1000456,175303.0,1
1000457,296177.0,0
1000458,20621.0,1
1000459,15954.0,1
1000460,31230.0,1
1000461,583276.0,2
1000462,226631.0,0
1000463,31939.0,1
1000464,78552.0,1
1000465,54618.0,1
1000466,244620.0,0
1000467,105238.0,1
1000468,29274.0,1
1000469,52990.0,1
1000470,34367.0,1
1000471,136556.0,1
1000473,56444.0,1
1000474,329058.0,0
1000476,596538.0,2
1000477,190426.0,1
1000478,52580.0,1
1000479,76593.0,1
1000480,116409.0,1
1000481,173123.0,1
1000482,942538.0,2
1000483,31782.0,1
1000484,22270.0,1
1000485,34966.0,1
1000486,47123.0,1
1000487,43732.0,1
1000488,11988.0,1
1000489,9776.0,1
1000490,89855.0,1
1000491,15916.0,1
1000492,35867.0,1
1000493,108803.0,1
1000495,73576.0,1
1000496,160622.0,1
1000497,34379.0,1
1000498,158798.0,1
1000499,270149.0,0
1000500,28959.0,1
1000501,30685.0,1
1000502,34511.0,1
1000503,45531.0,1
1000504,89289.0,1
1000505,193635.0,1
1000506,148281.0,1
1000507,43230.0,1
1000508,190540.0,1
1000509,811990.0,2
1000510,135501.0,1
1000511,35285.0,1
1000512,22478.0,1
1000513,245721.0,0
1000514,63620.0,1
1000515,102407.0,1
1000516,280824.0,0
1000517,155506.0,1
1000518,224998.0,0
1000519,77705.0,1
1000520,326596.0,0
1000521,37576.0,1
1000522,83294.0,1
1000523,197826.0,0
1000524,1126560.0,2
1000525,49386.0,1
1000526,85769.0,1
1000529,210088.0,0
1000530,204292.0,0
1000531,811226.0,2
1000532,26232.0,1
1000533,592989.0,2
1000534,135908.0,1
1000535,36743.0,1
1000536,343187.0,0
1000538,68583.0,1
1000539,208146.0,0
1000540,50441.0,1
1000541,252266.0,0
1000543,888856.0,2
1000544,38529.0,1
1000545,34527.0,1
1000546,277788.0,0
1000547,90638.0,1
1000548,138138.0,1
1000549,1263189.0,2
1000550,1093660.0,2
1000551,268218.0,0
1000552,175726.0,1
1000553,49107.0,1
1000554,21057.0,1
1000555,73678.0,1
1000556,225162.0,0
1000557,90326.0,1
1000560,172811.0,1
1000561,13507.0,1
1000562,52076.0,1
1000563,286493.0,0
1000564,49028.0,1
1000565,35587.0,1
1000566,443464.0,0
1000567,134173.0,1
1000568,66535.0,1
1000569,131333.0,1
1000570,296073.0,0
1000571,207464.0,0
1000572,11750.0,1
1000573,71719.0,1
1000574,10954.0,1
1000575,216070.0,0
1000576,56507.0,1
1000577,253501.0,0
1000578,32101.0,1
1000579,45674.0,1
1000580,85846.0,1
1000581,80806.0,1
1000582,90170.0,1
1000583,184969.0,1
1000584,88277.0,1
1000585,184067.0,1
1000586,61979.0,1
1000587,315771.0,0
1000588,771750.0,2
1000589,23173.0,1
1000590,153012.0,1
1000591,231949.0,0
1000592,51110.0,1
1000593,78103.0,1
1000594,116260.0,1
1000595,135280.0,1
1000596,44081.0,1
1000597,36552.0,1
1000598,39212.0,1
1000599,49102.0,1
1000600,53886.0,1
1000601,381553.0,0
1000602,144050.0,1
1000603,116159.0,1
1000604,259441.0,0
1000605,79947.0,1
1000606,39110.0,1
1000607,19618.0,1
1000608,125236.0,1
1000609,105534.0,1
1000610,175062.0,1
1000611,135450.0,1
1000612,94737.0,1
1000613,112817.0,1
1000615,130609.0,1
1000616,46975.0,1
1000617,73167.0,1
1000618,22798.0,1
1000619,29220.0,1
1000620,203121.0,0
1000622,109321.0,1
1000623,182947.0,1
1000624,487682.0,0
1000625,26044.0,1
1000626,106288.0,1
1000627,62023.0,1
1000628,61382.0,1
1000629,176804.0,1
1000630,168327.0,1
1000631,449188.0,0
1000632,72961.0,1
1000633,65335.0,1
1000634,34811.0,1
1000635,160414.0,1
1000636,110531.0,1
1000637,384376.0,0
1000638,141158.0,1
1000639,431209.0,0
1000641,131793.0,1
1000642,3251.0,1
1000643,103959.0,1
1000644,132939.0,1
1000645,92969.0,1
1000646,437577.0,0
1000647,249339.0,0
1000648,206059.0,0
1000649,123334.0,1
1000650,47968.0,1
1000651,451558.0,0
1000652,109663.0,1
1000653,8662.0,1
1000654,225317.0,0
1000655,242379.0,0
1000656,130700.0,1
1000657,73664.0,1
1000658,48302.0,1
1000659,156796.0,1
1000661,218028.0,0
1000662,156460.0,1
1000663,143157.0,1
1000664,234895.0,0
1000665,20384.0,1
1000666,153100.0,1
1000667,96915.0,1
1000668,42214.0,1
1000669,607908.0,2
1000670,90176.0,1
1000671,231940.0,0
1000672,59981.0,1
1000673,385342.0,0
1000674,189585.0,1
1000675,28915.0,1
1000676,355177.0,0
1000677,231764.0,0
1000678,930498.0,2
1000679,118386.0,1
1000680,38470.0,1
1000681,38145.0,1
1000682,70964.0,1
1000683,89252.0,1
1000685,124080.0,1
1000686,35370.0,1
1000687,372967.0,0
1000688,75053.0,1
1000689,118376.0,1
1000690,142068.0,1
1000691,60349.0,1
1000692,817670.0,2
1000693,51946.0,1
1000694,41394.0,1
1000695,225508.0,0
1000697,89084.0,1
1000698,272141.0,0
1000700,45783.0,1
1000701,78718.0,1
1000702,312221.0,0
1000704,65340.0,1
1000705,156927.0,1
1000706,129576.0,1
1000707,90965.0,1
1000708,28216.0,1
1000709,50280.0,1
1000710,898129.0,2
1000711,156534.0,1
1000712,360735.0,0
1000713,315474.0,0
1000714,776558.0,2
1000715,58549.0,1
1000717,26614.0,1
1000718,195497.0,0
1000719,26126.0,1
1000720,236190.0,0
1000721,737524.0,2
1000722,46851.0,1
1000723,24537.0,1
1000724,269787.0,0
1000725,97812.0,1
1000726,79401.0,1
1000727,165616.0,1
1000728,125265.0,1
1000729,287172.0,0
1000730,76411.0,1
1000731,513815.0,0
1000732,200947.0,0
1000733,139818.0,1
1000734,30798.0,1
1000735,540424.0,2
1000736,144277.0,1
1000737,242191.0,0
1000738,51188.0,1
1000739,292093.0,0
1000740,76124.0,1
1000741,67354.0,1
1000742,23210.0,1
1000743,104707.0,1
1000744,334069.0,0
1000745,4620.0,1
1000746,581096.0,2
1000747,39446.0,1
1000748,17578.0,1
1000749,315561.0,0
1000750,38002.0,1
1000751,63126.0,1
1000752,885298.0,2
1000753,273477.0,0
1000754,246512.0,0
1000755,117391.0,1
1000756,25546.0,1
1000757,592751.0,2
1000758,57180.0,1
1000759,62543.0,1
1000760,69365.0,1
1000761,66138.0,1
1000762,60276.0,1
1000764,146852.0,1
1000765,541407.0,2
1000766,24444.0,1
1000767,208472.0,0
1000768,80213.0,1
1000769,80441.0,1
1000770,667329.0,2
1000771,7115.0,1
1000772,144904.0,1
1000773,39438.0,1
1000774,282913.0,0
1000775,8576.0,1
1000776,99956.0,1
1000777,404934.0,0
1000778,133071.0,1
1000779,52768.0,1
1000780,591553.0,2
1000782,28773.0,1
1000783,192581.0,1
1000784,28186.0,1
1000785,171041.0,1
1000786,83489.0,1
1000787,114747.0,1
1000788,203126.0,0
1000789,105734.0,1
1000790,19705.0,1
1000791,361398.0,0
1000792,114780.0,1
1000793,128110.0,1
1000794,67999.0,1
1000795,121116.0,1
1000796,444463.0,0
1000797,64878.0,1
1000798,216215.0,0
1000799,61276.0,1
1000801,260989.0,0
1000802,695266.0,2
1000803,43993.0,1
1000804,19432.0,1
1000805,47950.0,1
1000806,90899.0,1
1000807,51053.0,1
1000808,222766.0,0
1000809,109729.0,1
1000810,169126.0,1
1000811,84114.0,1
1000812,113716.0,1
1000813,46504.0,1
1000814,88671.0,1
1000816,187098.0,1
1000817,566090.0,2
1000818,174077.0,1
1000819,113120.0,1
1000820,134420.0,1
1000821,3880.0,1
1000822,268712.0,0
1000823,143742.0,1
1000824,303038.0,0
1000825,37183.0,1
1000826,62810.0,1
1000827,22639.0,1
1000828,78208.0,1
1000829,268881.0,0
1000830,149532.0,1
1000831,27499.0,1
1000832,158132.0,1
1000833,54417.0,1
1000834,44834.0,1
1000835,28325.0,1
1000836,59436.0,1
1000837,71890.0,1
1000838,156483.0,1
1000839,991521.0,2
1000840,294756.0,0
1000841,12097.0,1
1000842,34964.0,1
1000843,116905.0,1
1000844,83672.0,1
1000845,78190.0,1
1000846,202324.0,0
1000847,68986.0,1
1000848,79822.0,1
1000849,117047.0,1
1000850,646204.0,2
1000851,110822.0,1
1000852,24329.0,1
1000853,195882.0,0
1000854,500418.0,0
1000855,557184.0,2
1000856,101828.0,1
1000857,92430.0,1
1000858,199012.0,0
1000859,186842.0,1
1000860,16099.0,1
1000861,106558.0,1
1000862,145068.0,1
1000863,180983.0,1
1000864,131236.0,1
1000865,88428.0,1
1000866,19906.0,1
1000867,53139.0,1
1000868,71115.0,1
1000869,1066815.0,2
1000870,34462.0,1
1000871,17248.0,1
1000872,80312.0,1
1000873,242582.0,0
1000874,13844.0,1
1000875,139516.0,1
1000876,104623.0,1
1000877,693519.0,2
1000878,73742.0,1
1000879,41965.0,1
1000880,184217.0,1
1000881,863497.0,2
1000882,122660.0,1
1000883,28278.0,1
1000884,81676.0,1
1000885,55090.0,1
1000886,50287.0,1
1000887,140559.0,1
1000888,95492.0,1
1000889,1261460.0,2
1000890,360418.0,0
1000891,289507.0,0
1000892,65108.0,1
1000894,137964.0,1
1000895,75507.0,1
1000896,71315.0,1
1000897,198082.0,0
1000898,45874.0,1
1000899,209474.0,0
1000900,21041.0,1
1000901,37685.0,1
1000902,43910.0,1
1000903,159529.0,1
1000904,232142.0,0
1000905,161252.0,1
1000906,5180.0,1
1000907,8090.0,1
1000908,24922.0,1
1000909,81401.0,1
1000910,213825.0,0
1000911,603422.0,2
1000912,64692.0,1
1000913,123188.0,1
1000914,90115.0,1
1000915,95521.0,1
1000916,16310.0,1
1000917,33662.0,1
1000918,118109.0,1
1000919,290707.0,0
1000920,119665.0,1
1000921,180652.0,1
1000922,476592.0,0
1000923,31772.0,1
1000924,284508.0,0
1000925,54913.0,1
1000926,81785.0,1
1000927,150093.0,1
1000928,277981.0,0
1000929,543430.0,2
1000930,104125.0,1
1000931,150553.0,1
1000932,38502.0,1
1000933,138947.0,1
1000934,504675.0,0
1000936,71079.0,1
1000937,455113.0,0
1000939,172406.0,1
1000940,147896.0,1
1000941,7788.0,1
1000942,7922.0,1
1000943,88296.0,1
1000944,116694.0,1
1000945,253055.0,0
1000946,35380.0,1
1000949,669725.0,2
1000950,90156.0,1
1000951,49187.0,1
1000952,133343.0,1
1000953,353945.0,0
1000954,132390.0,1
1000955,439821.0,0
1000956,89947.0,1
1000957,390608.0,0
1000958,149226.0,1
1000959,78219.0,1
1000960,180430.0,1
1000961,27578.0,1
1000962,15565.0,1
1000963,326707.0,0
1000964,44521.0,1
1000965,51265.0,1
1000966,128236.0,1
1000967,95913.0,1
1000968,90885.0,1
1000969,27872.0,1
1000970,748346.0,2
1000971,243852.0,0
1000972,10712.0,1
1000973,157087.0,1
1000974,73143.0,1
1000975,534542.0,2
1000976,92909.0,1
1000977,303694.0,0
1000978,28548.0,1
1000979,88952.0,1
1000980,175208.0,1
1000981,187766.0,1
1000982,77627.0,1
1000983,85348.0,1
1000984,903444.0,2
1000985,220620.0,0
1000986,25599.0,1
1000987,160200.0,1
1000988,31743.0,1
1000989,41851.0,1
1000990,81962.0,1
1000991,54993.0,1
1000992,26179.0,1
1000993,18974.0,1
1000995,29185.0,1
1000996,510451.0,0
1000997,38450.0,1
1000998,208022.0,0
1000999,627744.0,2
1001000,107404.0,1
1001002,74729.0,1
1001003,31103.0,1
1001004,544921.0,2
1001005,105769.0,1
1001006,48486.0,1
1001008,70113.0,1
1001009,85641.0,1
1001010,710782.0,2
1001011,89256.0,1
1001012,9312.0,1
1001013,75140.0,1
1001015,1331403.0,2
1001016,134485.0,1
1001017,559647.0,2
1001018,188496.0,1
1001019,945549.0,2
1001021,181940.0,1
1001022,180008.0,1
1001023,47533.0,1
1001024,30402.0,1
1001025,43863.0,1
1001026,62369.0,1
1001027,73162.0,1
1001028,81450.0,1
1001029,187206.0,1
1001030,184085.0,1
1001031,309777.0,0
1001032,96300.0,1
1001033,175445.0,1
1001035,125300.0,1
1001036,86310.0,1
1001037,18762.0,1
1001038,134784.0,1
1001039,8160.0,1
1001040,211717.0,0
1001041,115682.0,1
1001042,44429.0,1
1001043,58774.0,1
1001044,162716.0,1
1001045,27427.0,1
1001046,34626.0,1
1001047,124862.0,1
1001048,31003.0,1
1001049,23015.0,1
1001050,468936.0,0
1001051,908334.0,2
1001052,133979.0,1
1001053,444085.0,0
1001054,128444.0,1
1001055,136343.0,1
1001056,85840.0,1
1001057,220411.0,0
1001058,609328.0,2
1001059,372377.0,0
1001060,124547.0,1
1001061,84103.0,1
1001062,262259.0,0
1001063,187279.0,1
1001064,196009.0,0
1001065,79634.0,1
1001066,158810.0,1
1001067,127925.0,1
1001068,543526.0,2
1001069,565502.0,2
1001070,38375.0,1
1001071,171852.0,1
1001072,150806.0,1
1001073,89065.0,1
1001074,256589.0,0
1001075,84073.0,1
1001076,79664.0,1
1001077,354487.0,0
1001078,87020.0,1
1001079,146063.0,1
1001080,10429.0,1
1001081,100953.0,1
1001083,16830.0,1
1001084,234045.0,0
1001085,50230.0,1
1001086,339926.0,0
1001087,368386.0,0
1001088,1083239.0,2
1001089,89348.0,1
1001090,107540.0,1
1001091,39655.0,1
1001092,49400.0,1
1001093,108636.0,1
1001094,249406.0,0
1001095,12053.0,1
1001096,223189.0,0
1001097,260655.0,0
1001098,38576.0,1
1001099,159139.0,1
1001100,325067.0,0
1001101,594201.0,2
1001102,20025.0,1
1001103,31264.0,1
1001104,68781.0,1
1001106,149203.0,1
1001107,69351.0,1
1001108,60297.0,1
1001109,159874.0,1
1001110,55740.0,1
1001111,48650.0,1
1001112,827078.0,2
1001113,296347.0,0
1001114,114809.0,1
1001115,34629.0,1
1001116,161791.0,1
1001117,1059575.0,2
1001118,9999.0,1
1001119,559940.0,2
1001120,810865.0,2
1001121,238189.0,0
1001122,191945.0,1
1001124,472081.0,0
1001125,565900.0,2
1001126,27741.0,1
1001127,175167.0,1
1001128,674126.0,2
1001129,127415.0,1
1001130,358834.0,0
1001131,146733.0,1
1001132,284293.0,0
1001133,253152.0,0
1001134,202513.0,0
1001135,180696.0,1
1001136,100242.0,1
1001137,498123.0,0
1001138,123803.0,1
1001139,298999.0,0
1001140,508395.0,0
1001141,431276.0,0
1001142,274428.0,0
1001143,81049.0,1
1001144,34195.0,1
1001145,66699.0,1
1001146,313122.0,0
1001147,348178.0,0
1001148,43344.0,1
1001149,67721.0,1
1001150,889450.0,2
1001151,324353.0,0
1001152,133849.0,1
1001153,97309.0,1
1001154,20518.0,1
1001155,246560.0,0
1001156,47761.0,1
1001157,29689.0,1
1001158,49177.0,1
1001159,165718.0,1
1001160,108544.0,1
1001161,134714.0,1
1001162,183169.0,1
1001163,78353.0,1
1001164,328291.0,0
1001165,200925.0,0
1001166,23053.0,1
1001167,72807.0,1
1001168,225940.0,0
1001169,69441.0,1
1001170,218099.0,0
1001171,37847.0,1
1001172,411649.0,0
1001173,290837.0,0
1001174,29620.0,1
1001175,65648.0,1
1001176,189579.0,1
1001177,96255.0,1
1001178,47827.0,1
1001179,326916.0,0
1001180,28328.0,1
1001181,1366386.0,2
1001182,378097.0,0
1001183,257998.0,0
1001184,304720.0,0
1001185,89729.0,1
1001186,162369.0,1
1001187,9835.0,1
1001188,45391.0,1
1001189,14225.0,1
1001190,39670.0,1
1001191,127170.0,1
1001192,9509.0,1
1001193,210370.0,0
1001194,524828.0,0
1001195,97642.0,1
1001196,148150.0,1
1001197,56873.0,1
1001198,131118.0,1
1001199,166258.0,1
1001200,48833.0,1
1001201,42401.0,1
1001202,466945.0,0
1001203,736309.0,2
1001204,143277.0,1
1001205,92356.0,1
1001206,170515.0,1
1001208,53857.0,1
1001209,197560.0,0
1001210,61039.0,1
1001211,345952.0,0
1001212,60076.0,1
1001213,29762.0,1
1001214,30217.0,1
1001215,223367.0,0
1001216,234815.0,0
1001217,36159.0,1
1001218,163559.0,1
1001219,398268.0,0
1001220,291918.0,0
1001221,247064.0,0
1001222,61358.0,1
1001223,136559.0,1
1001224,747915.0,2
1001225,21388.0,1
1001226,30967.0,1
1001227,143757.0,1
1001228,255825.0,0
1001229,7936.0,1
1001230,368166.0,0
1001231,151065.0,1
1001232,113293.0,1
1001233,80301.0,1
1001234,47388.0,1
1001235,39219.0,1
1001236,44361.0,1
1001237,64365.0,1
1001238,17626.0,1
1001239,81721.0,1
1001241,307120.0,0
1001242,767329.0,2
1001243,440493.0,0
1001244,613042.0,2
1001246,694133.0,2
1001247,49460.0,1
1001248,116730.0,1
1001249,28776.0,1
1001250,29213.0,1
1001251,25661.0,1
1001252,124229.0,1
1001253,50239.0,1
1001254,163597.0,1
1001255,335448.0,0
1001256,35660.0,1
1001257,78720.0,1
1001258,52013.0,1
1001259,48829.0,1
1001260,621351.0,2
1001261,225521.0,0
1001262,190136.0,1
1001263,228682.0,0
1001264,905637.0,2
1001265,318250.0,0
1001266,746324.0,2
1001267,220188.0,0
1001268,297227.0,0
1001269,17306.0,1
1001270,53166.0,1
1001271,171914.0,1
1001272,346927.0,0
1001273,447607.0,0
1001274,847218.0,2
1001275,27448.0,1
1001276,60106.0,1
1001277,17919.0,1
1001278,46616.0,1
1001279,312546.0,0
1001280,70797.0,1
1001281,114086.0,1
1001283,46651.0,1
1001284,546459.0,2
1001285,1242755.0,2
1001286,61558.0,1
1001287,155975.0,1
1001288,135290.0,1
1001289,42624.0,1
1001290,62549.0,1
1001291,266923.0,0
1001292,14688.0,1
1001293,56898.0,1
1001294,189262.0,1
1001295,95859.0,1
1001296,74317.0,1
1001297,479127.0,0
1001298,642192.0,2
1001299,360317.0,0
1001300,136560.0,1
1001301,388605.0,0
1001302,134457.0,1
1001303,629493.0,2
1001304,128554.0,1
1001305,101084.0,1
1001306,656457.0,2
1001307,46243.0,1
1001309,18901.0,1
1001310,18841.0,1
1001311,291677.0,0
1001312,209320.0,0
1001313,27234.0,1
1001314,140915.0,1
1001315,102845.0,1
1001316,11577.0,1
1001317,734373.0,2
1001318,31912.0,1
1001319,44178.0,1
1001320,242188.0,0
1001321,166673.0,1
1001322,461976.0,0
1001323,166549.0,1
